class,0,1,2,3,4,5,6,7,8,9
0,921,6,15,19,1,2,3,0,30,3
1,3,975,0,2,1,0,1,0,4,14
2,17,0,824,77,22,22,23,2,13,0
3,7,1,3,867,11,91,11,6,2,1
4,4,0,7,22,925,14,9,13,5,1
5,2,1,4,72,11,902,4,3,0,1
6,3,1,6,53,10,6,917,0,4,0
7,6,0,6,42,23,27,3,887,4,2
8,19,3,2,8,1,0,3,0,956,8
9,5,32,0,9,0,2,0,0,12,940
