class,0,1,2,3,4,5,6,7,8,9
0,4965,9,11,5,0,0,0,0,10,0
1,0,4997,0,0,0,0,0,0,0,3
2,11,2,4954,12,7,6,0,5,3,0
3,7,3,23,4881,9,54,6,10,6,1
4,7,0,16,7,4953,9,0,8,0,0
5,2,1,4,41,4,4935,0,11,2,0
6,9,11,61,18,14,5,4861,2,15,4
7,14,2,2,4,3,9,1,4961,4,0
8,12,7,4,0,0,0,0,0,4975,2
9,14,40,1,0,2,2,0,3,2,4936
