class,0,1,2,3,4,5,6,7,8,9
0,4969,0,9,5,1,0,6,0,6,4
1,8,4818,1,1,1,0,9,1,3,158
2,17,0,4812,84,6,12,57,7,1,4
3,12,0,3,4933,3,17,11,11,2,8
4,16,0,28,104,4726,24,28,65,2,7
5,2,0,13,235,5,4662,25,51,2,5
6,0,0,4,53,2,4,4934,1,2,0
7,6,0,6,9,2,4,2,4968,0,3
8,61,1,1,3,4,2,15,2,4862,49
9,6,1,1,0,0,1,1,1,1,4988
