class,0,1,2,3,4,5,6,7,8,9
0,4026,14,388,13,43,8,49,68,369,22
1,322,4065,32,5,2,6,37,43,258,230
2,309,5,3421,48,308,144,436,236,81,12
3,208,17,654,1396,338,887,773,532,172,23
4,168,2,436,64,3386,50,386,471,33,4
5,70,10,424,382,262,2777,327,689,42,17
6,44,13,289,81,89,20,4363,33,61,7
7,100,5,201,44,274,91,46,4212,20,7
8,329,29,67,6,26,4,12,30,4476,21
9,580,259,31,16,52,4,33,227,248,3550
