class,0,1,2,3,4,5,6,7,8,9
0,4494,11,114,49,13,61,37,84,45,92
1,13,4674,1,2,1,18,19,14,28,230
2,92,0,4143,16,45,372,164,152,7,9
3,12,1,81,1916,138,2436,233,149,8,26
4,9,0,58,4,4265,278,83,292,6,5
5,1,3,10,19,18,4862,18,67,0,2
6,0,0,34,6,16,99,4831,14,0,0
7,1,0,6,4,15,176,2,4794,0,2
8,101,17,21,10,3,32,27,24,4731,34
9,12,35,4,1,1,19,11,17,34,4866
