class,0,1,2,3,4,5,6,7,8,9
0,906,9,14,11,8,1,8,5,27,11
1,3,972,1,2,2,0,2,1,11,6
2,47,3,828,21,42,24,22,8,5,0
3,8,3,18,798,36,96,20,12,7,2
4,5,0,14,23,937,8,3,7,3,0
5,1,1,12,71,40,853,3,17,1,1
6,5,2,25,45,50,17,854,0,2,0
7,6,0,8,11,63,14,1,887,6,4
8,28,9,3,7,0,1,1,3,944,4
9,10,72,0,6,2,3,8,0,28,871
