class,0,1,2,3,4,5,6,7,8,9
0,944,5,8,1,7,0,4,6,22,3
1,9,966,0,1,0,0,0,0,4,20
2,40,0,845,14,32,25,27,10,3,4
3,11,4,24,763,46,94,28,20,5,5
4,4,1,18,13,940,8,6,10,0,0
5,5,1,10,55,37,868,7,13,2,2
6,8,1,10,13,14,7,943,0,1,3
7,11,3,2,10,39,14,1,917,0,3
8,28,5,2,2,1,1,0,0,953,8
9,17,32,1,3,0,0,0,2,17,928
