class,0,1,2,3,4,5,6,7,8,9
0,950,1,7,11,6,0,1,1,16,7
1,15,929,1,3,0,0,1,1,4,46
2,34,0,796,79,28,8,31,20,2,2
3,5,1,8,902,12,31,15,15,3,8
4,7,0,14,39,900,8,12,19,1,0
5,4,0,7,164,12,796,2,12,1,2
6,5,0,12,58,8,4,908,2,1,2
7,16,0,3,17,17,16,1,929,0,1
8,54,7,1,8,2,0,1,0,910,17
9,19,18,1,6,1,1,0,2,6,946
