class,0,1,2,3,4,5,6,7,8,9
0,825,9,62,24,17,0,7,1,32,23
1,3,948,0,3,1,0,2,0,12,31
2,24,2,775,75,51,8,49,9,4,3
3,2,4,16,817,37,49,43,16,4,12
4,7,1,28,51,870,5,12,21,2,3
5,1,2,11,234,31,675,9,31,1,5
6,2,0,18,69,14,0,891,3,2,1
7,7,0,3,22,47,15,1,895,0,10
8,47,18,3,8,2,0,6,1,904,11
9,7,50,0,6,1,0,1,0,15,920
