class,0,1,2,3,4,5,6,7,8,9
0,847,4,77,7,4,0,4,4,33,20
1,10,924,1,0,0,0,0,0,13,52
2,11,0,857,23,34,15,35,17,3,5
3,2,3,51,711,35,83,66,27,6,16
4,9,1,44,9,897,8,15,15,2,0
5,7,0,16,100,30,756,33,51,2,5
6,3,1,28,12,13,2,938,1,1,1
7,15,0,10,7,37,8,1,914,1,7
8,25,10,9,4,0,0,3,1,929,19
9,9,23,1,5,0,0,1,1,9,951
