class,0,1,2,3,4,5,6,7,8,9
0,925,2,42,5,4,1,3,2,12,4
1,8,971,1,0,0,0,0,0,1,19
2,10,1,933,5,24,10,13,3,0,1
3,19,8,53,712,21,119,34,22,7,5
4,6,1,17,6,944,9,13,4,0,0
5,5,6,43,28,23,849,16,26,1,3
6,4,2,26,5,9,1,948,1,0,4
7,12,0,17,1,36,4,0,930,0,0
8,44,14,10,1,0,0,2,0,923,6
9,29,37,2,1,0,0,0,0,8,923
