class,0,1,2,3,4,5,6,7,8,9
0,948,3,3,1,0,0,0,6,37,2
1,21,923,0,0,0,0,0,1,21,34
2,166,6,627,23,26,11,11,96,21,13
3,102,11,28,567,40,33,27,132,40,20
4,64,3,39,6,721,1,7,143,12,4
5,41,5,17,139,25,508,6,215,32,12
6,55,11,35,31,20,1,765,26,40,16
7,36,1,2,4,4,1,0,942,4,6
8,47,9,0,0,0,0,1,4,936,3
9,54,39,0,0,0,0,0,5,17,885
