class,0,1,2,3,4,5,6,7,8,9
0,889,15,14,4,3,0,0,0,42,33
1,7,918,0,0,0,0,2,0,10,63
2,82,3,697,17,38,92,28,14,17,12
3,53,13,41,448,27,212,32,57,65,52
4,37,2,18,27,804,24,24,46,11,7
5,17,5,11,46,18,813,7,34,23,26
6,37,25,22,33,15,37,788,1,31,11
7,44,1,6,5,16,17,1,882,7,21
8,37,11,0,3,0,0,0,0,936,13
9,13,27,1,2,0,0,0,0,16,941
