class,0,1,2,3,4,5,6,7,8,9
0,4990,0,4,1,0,1,0,1,3,0
1,1,4997,0,0,0,0,0,0,2,0
2,0,1,4983,2,4,2,4,1,2,1
3,2,0,3,4983,5,5,0,0,1,1
4,0,0,0,0,4994,3,1,2,0,0
5,0,0,0,4,3,4989,0,2,1,1
6,0,0,2,1,0,1,4996,0,0,0
7,1,0,0,0,2,2,0,4995,0,0
8,0,0,0,0,0,0,0,0,5000,0
9,1,4,0,0,0,0,0,0,4,4991
