class,0,1,2,3,4,5,6,7,8,9
0,4979,1,6,8,0,1,0,0,5,0
1,0,4994,1,0,0,1,0,0,3,1
2,2,0,4984,10,2,1,0,1,0,0
3,3,1,8,4969,0,14,2,2,0,1
4,4,0,23,36,4920,8,1,8,0,0
5,0,0,1,14,0,4985,0,0,0,0
6,0,0,15,13,1,0,4969,1,1,0
7,0,0,3,7,1,20,0,4967,1,1
8,3,0,2,0,0,1,0,0,4994,0
9,2,1,0,1,0,0,0,0,2,4994
