class,0,1,2,3,4,5,6,7,8,9
0,4891,4,21,4,4,0,3,7,27,39
1,3,4873,0,3,1,0,2,0,2,116
2,64,2,4819,17,43,16,11,23,1,4
3,11,5,42,4637,78,137,20,56,1,13
4,5,0,15,6,4939,12,4,15,2,2
5,2,1,22,105,34,4775,11,46,0,4
6,4,0,25,10,19,6,4928,3,2,3
7,5,1,4,6,56,22,0,4897,2,7
8,29,7,3,5,0,1,2,1,4922,30
9,1,9,1,0,0,0,0,0,2,4987
