class,0,1,2,3,4,5,6,7,8,9
0,1904,0,0,0,3,686,1,0,2009,397
1,524,0,0,0,1,168,2,0,2013,2292
2,840,0,0,0,102,3781,138,0,133,6
3,588,0,0,0,133,4061,109,0,106,3
4,663,0,0,0,160,3906,171,0,98,2
5,424,0,0,0,60,4445,29,0,41,1
6,182,0,0,0,547,2499,1717,0,52,3
7,951,0,0,0,19,3848,11,0,164,7
8,997,0,0,0,1,200,0,0,2939,863
9,648,0,0,0,1,200,0,0,2063,2088
