class,0,1,2,3,4,5,6,7,8,9
0,4456,21,87,79,121,8,7,15,40,166
1,19,4457,0,6,3,3,5,1,3,503
2,135,4,3905,145,499,123,89,46,4,50
3,22,9,72,3730,422,506,85,33,11,110
4,13,0,15,31,4873,33,17,8,2,8
5,3,2,48,356,222,4268,14,57,1,29
6,14,8,61,156,164,51,4509,5,4,28
7,34,1,38,115,516,166,4,4006,2,118
8,156,43,9,9,33,8,22,7,4495,218
9,18,23,4,6,8,2,3,2,6,4928
