class,0,1,2,3,4,5,6,7,8,9
0,4635,2,69,78,19,20,1,38,72,66
1,2,4879,1,1,0,7,5,4,8,93
2,6,0,4886,47,16,37,2,5,1,0
3,0,0,1,4924,10,57,4,3,1,0
4,0,0,5,8,4954,17,1,13,0,2
5,0,0,1,27,10,4952,2,8,0,0
6,2,0,48,86,39,30,4785,9,0,1
7,0,0,2,18,8,10,0,4961,0,1
8,5,1,1,14,1,5,1,4,4921,47
9,0,0,2,3,1,7,1,2,1,4983
