class,0,1,2,3,4,5,6,7,8,9
0,4941,2,14,17,9,2,3,0,8,4
1,2,4958,4,4,0,0,4,1,5,22
2,11,0,4907,43,17,5,12,1,1,3
3,0,0,9,4952,4,28,7,0,0,0
4,1,0,3,19,4960,10,5,2,0,0
5,1,0,12,64,11,4910,0,1,0,1
6,0,0,5,42,5,6,4940,0,0,2
7,2,0,7,71,16,26,3,4864,1,10
8,15,3,2,12,1,1,1,0,4963,2
9,1,6,0,4,0,0,3,0,2,4984
