class,0,1,2,3,4,5,6,7,8,9
0,4921,2,33,5,3,5,4,2,22,3
1,1,4910,2,0,1,4,6,3,5,68
2,8,0,4924,15,14,9,17,13,0,0
3,10,0,13,4813,20,121,15,4,2,2
4,0,0,7,9,4957,14,5,7,1,0
5,0,0,3,51,3,4935,7,1,0,0
6,0,1,5,4,5,2,4981,2,0,0
7,0,0,4,20,25,31,0,4919,0,1
8,8,7,2,5,2,3,0,1,4960,12
9,8,9,0,4,0,1,2,5,4,4967
