class,0,1,2,3,4,5,6,7,8,9
0,4954,0,1,2,2,0,1,1,22,17
1,0,4997,0,0,0,2,0,0,0,1
2,11,1,4910,13,28,14,11,5,2,5
3,3,0,1,4816,39,113,23,0,1,4
4,0,0,0,3,4996,1,0,0,0,0
5,0,0,0,4,14,4980,1,0,1,0
6,0,0,0,3,7,5,4984,0,1,0
7,1,1,1,0,23,25,2,4932,1,14
8,3,2,0,0,2,0,0,0,4993,0
9,1,3,0,0,0,0,0,0,3,4993
