class,0,1,2,3,4,5,6,7,8,9
0,4892,6,59,8,1,8,1,5,12,8
1,18,4903,2,1,0,2,2,4,3,65
2,87,1,4629,78,7,118,35,30,6,9
3,42,3,33,4495,10,314,30,47,8,18
4,63,0,96,102,4363,173,34,155,7,7
5,8,3,10,211,4,4686,6,68,1,3
6,15,4,45,84,10,38,4787,5,8,4
7,14,0,18,37,8,54,1,4862,2,4
8,209,37,5,7,0,0,0,1,4670,71
9,58,44,4,6,0,0,2,12,5,4869
