class,0,1,2,3,4,5,6,7,8,9
0,4784,8,103,11,1,2,2,14,71,4
1,6,4940,7,5,0,3,1,2,28,8
2,35,2,4897,32,0,14,5,13,2,0
3,22,0,139,4653,2,105,12,54,11,2
4,34,0,263,160,4349,65,24,102,3,0
5,8,2,117,336,7,4445,4,80,1,0
6,4,2,232,95,0,22,4630,2,13,0
7,3,1,46,23,3,15,1,4907,1,0
8,78,5,27,9,0,1,2,4,4872,2
9,98,245,37,32,0,3,6,36,57,4486
