class,0,1,2,3,4,5,6,7,8,9
0,4996,0,1,0,0,0,1,0,1,1
1,5,4987,0,0,0,0,1,0,1,6
2,15,0,4967,10,1,2,4,1,0,0
3,8,0,10,4939,4,17,10,1,1,10
4,19,0,20,19,4916,11,7,0,6,2
5,4,0,9,13,3,4966,4,1,0,0
6,0,0,3,1,0,2,4993,0,0,1
7,5,0,9,14,10,37,3,4919,0,3
8,19,3,1,3,0,1,0,0,4969,4
9,3,6,0,0,0,0,0,0,1,4990
