class,0,1,2,3,4,5,6,7,8,9
0,4912,2,60,1,4,0,0,1,10,10
1,13,4944,1,1,1,0,0,2,1,37
2,30,1,4881,26,17,4,16,20,3,2
3,53,1,68,4703,30,61,10,40,4,30
4,28,0,41,36,4733,19,4,132,3,4
5,24,4,73,232,34,4552,5,70,1,5
6,14,8,58,67,18,12,4799,12,4,8
7,18,1,21,13,3,7,0,4925,1,11
8,58,17,5,4,1,0,0,0,4883,32
9,39,30,1,1,2,0,0,4,5,4918
