class,0,1,2,3,4,5,6,7,8,9
0,4079,22,182,10,50,42,21,17,492,85
1,17,4396,2,3,1,5,2,1,208,365
2,96,15,4517,34,72,104,42,24,79,17
3,89,22,365,2567,263,1361,84,99,88,62
4,16,3,323,30,4277,93,56,142,47,13
5,19,8,207,86,132,4350,17,125,41,15
6,27,105,270,42,132,124,4150,25,97,28
7,12,5,143,15,83,222,2,4426,46,46
8,41,9,16,3,4,3,1,1,4892,30
9,41,69,12,1,9,5,3,7,111,4742
