class,0,1,2,3,4,5,6,7,8,9
0,4351,89,101,28,31,13,80,112,34,161
1,8,4857,3,10,1,3,54,14,4,46
2,171,27,4103,81,64,56,365,119,4,10
3,133,36,168,3369,94,369,499,301,10,21
4,92,1,213,115,3921,44,380,227,2,5
5,30,15,116,339,93,3714,304,386,1,2
6,26,17,75,63,26,12,4748,23,6,4
7,18,5,36,39,79,30,60,4721,1,11
8,285,196,45,24,37,30,206,44,3946,187
9,30,585,4,27,16,29,106,58,13,4132
