class,0,1,2,3,4,5,6,7,8,9
0,4692,0,279,1,6,0,3,7,4,8
1,11,4816,7,2,1,0,1,0,58,104
2,15,0,4915,4,4,1,53,7,0,1
3,30,0,337,4206,16,72,323,7,3,6
4,5,0,194,4,4646,8,109,31,0,3
5,2,1,131,289,64,4396,50,65,0,2
6,3,0,50,2,2,0,4943,0,0,0
7,2,0,52,5,29,9,7,4888,0,8
8,268,2,25,4,0,0,2,0,4683,16
9,31,19,12,2,4,0,1,6,6,4919
