class,0,1,2,3,4,5,6,7,8,9
0,4995,0,3,0,1,0,1,0,0,0
1,5,4981,0,3,0,1,0,2,3,5
2,31,0,4950,7,2,1,7,2,0,0
3,17,0,14,4896,2,53,7,10,1,0
4,40,0,48,3,4868,13,18,10,0,0
5,4,0,2,18,6,4959,0,11,0,0
6,0,0,36,8,3,3,4950,0,0,0
7,1,0,1,0,3,4,0,4988,0,3
8,106,3,0,12,0,0,3,0,4875,1
9,61,32,2,0,2,0,0,6,14,4883
