class,0,1,2,3,4,5,6,7,8,9
0,4982,0,11,1,2,1,0,0,1,2
1,4,4982,0,1,0,0,0,1,3,9
2,3,0,4970,7,7,7,4,1,0,1
3,1,0,10,4937,6,24,9,11,1,1
4,0,0,8,2,4967,6,13,3,0,1
5,0,1,0,15,3,4978,2,1,0,0
6,0,1,6,1,0,3,4988,1,0,0
7,0,0,3,1,2,4,0,4987,3,0
8,14,2,4,2,0,0,0,0,4972,6
9,2,4,0,0,0,0,0,0,2,4992
