class,0,1,2,3,4,5,6,7,8,9
0,4964,1,16,3,1,1,1,2,8,3
1,0,4990,0,0,0,0,0,0,3,7
2,3,1,4968,13,3,5,1,4,1,1
3,0,1,10,4957,4,23,1,1,3,0
4,1,0,18,7,4957,5,2,10,0,0
5,0,1,8,21,2,4955,0,10,3,0
6,0,13,10,19,7,7,4931,2,9,2
7,3,0,5,8,1,3,0,4979,0,1
8,1,1,1,1,1,0,0,0,4994,1
9,1,0,0,1,0,0,0,0,7,4991
