class,0,1,2,3,4,5,6,7,8,9
0,4922,0,28,7,7,2,0,0,31,3
1,9,4974,0,2,0,0,0,0,11,4
2,3,0,4976,6,7,2,2,1,3,0
3,1,0,24,4918,22,29,3,3,0,0
4,0,0,9,4,4978,2,2,5,0,0
5,1,0,17,80,28,4850,7,15,2,0
6,3,1,52,39,25,1,4878,0,0,1
7,1,0,18,7,12,5,1,4954,2,0
8,2,1,0,1,1,0,0,0,4995,0
9,10,15,2,12,5,1,2,1,25,4927
