class,0,1,2,3,4,5,6,7,8,9
0,4987,2,0,1,0,0,0,0,8,2
1,0,4976,0,0,0,0,0,1,1,22
2,56,0,4921,7,7,5,0,3,1,0
3,2,1,7,4945,7,30,3,0,1,4
4,7,0,0,8,4976,4,1,3,0,1
5,5,0,0,19,2,4968,3,1,0,2
6,0,5,8,8,2,1,4965,0,1,10
7,3,1,1,6,3,0,0,4984,0,2
8,13,2,0,1,0,0,0,0,4981,3
9,0,0,0,0,0,0,0,0,5,4995
