class,0,1,2,3,4,5,6,7,8,9
0,4718,2,169,24,12,3,4,2,59,7
1,3,4867,1,5,0,0,18,2,63,41
2,3,0,4926,7,12,5,43,1,2,1
3,0,0,33,4896,19,18,30,1,2,1
4,0,0,16,12,4960,2,4,4,2,0
5,1,0,23,81,17,4865,12,1,0,0
6,0,0,10,3,4,0,4983,0,0,0
7,1,0,9,22,27,28,1,4907,0,5
8,4,1,1,0,0,0,1,2,4984,7
9,4,6,1,8,0,0,1,0,10,4970
