class,0,1,2,3,4,5,6,7,8,9
0,4977,1,6,2,0,0,0,0,14,0
1,0,4989,0,1,0,0,0,0,0,10
2,8,0,4960,8,3,1,6,0,14,0
3,3,0,11,4957,1,4,10,3,8,3
4,9,0,24,32,4894,1,9,26,5,0
5,10,0,40,150,1,4743,8,48,0,0
6,0,0,13,4,0,0,4980,0,3,0
7,10,1,8,8,2,0,0,4966,2,3
8,1,0,0,0,0,0,0,0,4998,1
9,12,5,0,2,0,0,1,0,4,4976
