class,0,1,2,3,4,5,6,7,8,9
0,4979,0,11,2,4,2,0,0,1,1
1,4,4988,0,1,1,0,2,1,0,3
2,2,0,4979,6,11,1,0,1,0,0
3,4,0,6,4967,13,7,1,0,2,0
4,0,0,0,5,4992,0,0,3,0,0
5,0,0,10,49,21,4917,1,2,0,0
6,2,0,17,33,10,2,4936,0,0,0
7,2,1,14,26,24,1,0,4932,0,0
8,5,3,2,4,1,0,1,0,4984,0
9,30,49,1,11,7,1,1,14,4,4882
