class,0,1,2,3,4,5,6,7,8,9
0,4967,2,5,2,5,1,1,0,15,2
1,4,4990,0,0,0,0,2,0,2,2
2,35,0,4864,15,17,13,31,11,9,5
3,16,2,8,4753,22,152,17,18,7,5
4,3,0,5,1,4969,4,7,10,0,1
5,4,1,8,12,15,4915,8,31,2,4
6,1,0,1,4,3,8,4982,0,0,1
7,11,0,1,2,7,4,0,4975,0,0
8,6,6,1,3,0,1,2,0,4974,7
9,13,20,0,4,1,0,3,0,6,4953
