class,0,1,2,3,4,5,6,7,8,9
0,944,2,20,5,7,1,1,2,10,8
1,3,967,1,0,1,0,0,0,0,28
2,24,0,885,37,19,17,11,5,2,0
3,3,0,10,894,23,49,10,7,3,1
4,3,0,15,20,941,11,5,5,0,0
5,5,2,10,97,20,855,1,10,0,0
6,4,3,18,41,15,9,907,2,1,0
7,9,0,2,16,18,23,0,929,0,3
8,27,7,4,7,1,1,1,0,936,16
9,7,18,2,5,0,0,1,0,5,962
