class,0,1,2,3,4,5,6,7,8,9
0,908,5,27,11,5,3,3,2,33,3
1,2,983,0,1,0,0,0,0,5,9
2,7,0,905,15,20,20,20,8,5,0
3,6,1,17,850,22,70,15,11,6,2
4,3,0,21,20,907,13,10,25,0,1
5,3,0,9,88,17,863,7,11,0,2
6,1,0,17,25,6,10,937,2,2,0
7,8,0,4,19,11,16,1,940,1,0
8,12,6,4,3,1,1,1,1,967,4
9,6,47,2,6,0,3,2,0,13,921
