class,0,1,2,3,4,5,6,7,8,9
0,4409,105,102,94,99,10,36,12,69,64
1,19,4833,7,9,2,4,16,1,14,95
2,211,15,4182,181,106,65,185,26,18,11
3,29,15,142,4008,157,285,308,34,6,16
4,35,3,167,111,4482,20,100,79,1,2
5,12,20,188,575,140,3767,158,132,3,5
6,12,11,73,58,49,30,4752,5,9,1
7,34,5,119,157,177,67,26,4398,4,13
8,221,133,19,75,51,8,64,5,4344,80
9,52,280,15,57,16,6,23,12,29,4510
