class,0,1,2,3,4,5,6,7,8,9
0,4594,8,158,30,36,11,17,23,75,48
1,78,4534,7,16,10,6,12,9,45,283
2,187,3,4312,92,111,91,72,74,49,9
3,132,4,155,3472,248,536,141,211,83,18
4,45,0,97,29,4669,29,32,66,24,9
5,28,16,81,281,198,4105,66,193,28,4
6,32,10,198,115,111,31,4430,13,48,12
7,29,2,38,25,254,79,14,4536,12,11
8,391,58,50,11,4,4,6,4,4391,81
9,88,71,17,30,12,6,20,18,61,4677
