class,0,1,2,3,4,5,6,7,8,9
0,4358,47,50,65,9,19,11,24,328,89
1,3,4782,5,8,1,6,9,2,86,98
2,229,11,4133,173,78,89,175,49,50,13
3,49,7,123,3959,184,391,166,44,47,30
4,103,2,134,70,4425,43,43,129,34,17
5,13,8,57,451,132,4150,32,136,10,11
6,23,10,70,83,87,55,4607,16,29,20
7,33,0,31,103,64,70,3,4657,14,25
8,49,26,10,37,3,2,14,3,4787,69
9,24,185,5,19,3,3,6,10,80,4665
