class,0,1,2,3,4,5,6,7,8,9
0,4301,20,169,174,39,18,42,22,154,61
1,20,4738,9,13,1,6,25,3,38,147
2,94,3,4293,195,95,146,102,53,16,3
3,24,2,98,4341,90,210,173,32,24,6
4,27,0,108,188,4341,195,83,51,6,1
5,3,5,44,881,55,3853,63,83,9,4
6,3,7,172,115,38,22,4624,7,9,3
7,22,1,45,192,127,93,11,4478,13,18
8,115,53,24,30,4,4,23,2,4692,53
9,87,140,12,40,25,7,57,13,64,4555
