class,0,1,2,3,4,5,6,7,8,9
0,4363,27,274,78,59,9,9,20,99,62
1,29,4794,10,16,0,13,11,2,29,96
2,83,11,4542,122,90,36,57,43,9,7
3,47,5,436,3732,204,323,136,61,27,29
4,24,2,132,95,4600,29,41,67,4,6
5,7,10,316,460,149,3839,27,184,3,5
6,10,15,286,118,59,33,4453,12,10,4
7,18,7,99,81,81,61,8,4621,2,22
8,169,49,93,27,3,2,10,12,4587,48
9,60,235,17,24,5,7,12,8,56,4576
