class,0,1,2,3,4,5,6,7,8,9
0,4370,26,157,27,55,23,10,54,214,64
1,61,4647,6,5,3,14,4,7,137,116
2,182,14,4284,51,72,178,116,67,23,13
3,47,9,246,3010,184,1139,119,164,38,44
4,53,4,239,52,4251,113,109,159,5,15
5,6,10,165,202,103,4211,22,268,6,7
6,44,17,139,92,65,247,4340,14,27,15
7,32,12,90,34,111,94,4,4597,8,18
8,160,24,39,28,4,14,24,2,4670,35
9,72,250,10,21,5,13,8,7,124,4490
