class,0,1,2,3,4,5,6,7,8,9
0,4468,10,122,42,13,6,20,17,269,33
1,54,4807,8,12,0,4,2,2,90,21
2,226,6,4161,224,82,107,107,50,33,4
3,112,6,99,4207,52,317,110,37,50,10
4,67,1,165,206,4267,86,91,84,29,4
5,30,6,75,529,72,4146,53,71,16,2
6,19,3,128,136,18,48,4616,10,20,2
7,52,4,31,142,55,146,10,4537,13,10
8,92,46,15,11,3,3,22,4,4792,12
9,89,399,17,73,6,4,10,24,202,4176
