class,0,1,2,3,4,5,6,7,8,9
0,4548,28,169,16,66,4,7,2,92,68
1,57,4653,6,0,1,1,4,6,45,227
2,146,11,4384,31,208,86,76,26,21,11
3,171,48,349,3204,229,532,328,42,34,63
4,22,3,73,64,4682,52,45,33,16,10
5,34,45,156,229,140,4215,83,79,6,13
6,14,24,120,26,84,53,4634,6,12,27
7,56,14,87,52,251,128,9,4350,10,43
8,232,64,52,3,12,0,8,4,4538,87
9,97,103,10,2,5,5,7,11,33,4727
