class,0,1,2,3,4,5,6,7,8,9
0,4462,19,117,116,26,1,29,9,126,95
1,28,4697,6,23,0,3,7,3,60,173
2,157,4,4160,256,169,19,157,41,19,18
3,51,5,95,4281,146,149,182,34,19,38
4,78,2,91,202,4395,40,34,138,8,12
5,20,4,184,1093,75,3463,37,102,9,13
6,11,8,67,135,119,13,4596,6,25,20
7,36,2,67,128,86,48,14,4577,9,33
8,236,29,42,22,7,0,6,4,4575,79
9,82,217,14,27,6,3,7,7,70,4567
