class,0,1,2,3,4,5,6,7,8,9
0,4686,25,55,34,59,4,5,29,89,14
1,37,4888,2,2,3,1,0,12,37,18
2,196,7,4277,114,184,51,24,132,10,5
3,86,12,107,4221,168,118,57,199,19,13
4,27,2,63,92,4554,31,30,196,4,1
5,36,27,124,930,107,3207,28,524,10,7
6,55,27,232,138,116,29,4275,73,44,11
7,17,0,13,46,60,22,1,4838,1,2
8,153,44,22,11,68,0,5,40,4644,13
9,169,472,12,19,23,0,2,75,77,4151
