class,0,1,2,3,4,5,6,7,8,9
0,4463,33,40,269,13,9,16,18,119,20
1,27,4819,4,60,0,9,12,6,50,13
2,259,5,3814,608,84,67,105,41,13,4
3,27,3,56,4787,27,43,32,12,11,2
4,48,2,37,452,4295,27,80,53,4,2
5,11,2,58,1637,48,3160,30,53,1,0
6,10,4,52,441,18,16,4443,10,6,0
7,13,2,25,391,78,87,5,4392,1,6
8,157,33,11,209,5,8,12,6,4549,10
9,74,403,12,248,1,23,24,8,71,4136
