class,0,1,2,3,4,5,6,7,8,9
0,4996,0,0,1,0,1,0,1,1,0
1,1,4995,0,1,0,0,0,0,2,1
2,4,0,4992,0,0,1,0,2,1,0
3,0,0,1,4994,0,5,0,0,0,0
4,1,0,0,2,4997,0,0,0,0,0
5,0,0,2,6,1,4991,0,0,0,0
6,1,0,4,3,1,0,4990,0,1,0
7,0,0,2,1,1,0,0,4996,0,0
8,1,0,0,2,0,0,0,0,4997,0
9,0,1,0,0,0,0,0,0,0,4999
