class,0,1,2,3,4,5,6,7,8,9
0,4992,0,3,3,1,0,0,0,0,1
1,2,4946,0,0,0,0,0,0,0,52
2,2,1,4994,2,0,1,0,0,0,0
3,1,0,0,4998,1,0,0,0,0,0
4,1,0,0,6,4986,5,0,2,0,0
5,0,0,4,4,2,4988,1,1,0,0
6,0,0,2,11,0,0,4986,0,0,1
7,2,0,6,5,1,5,0,4980,0,1
8,2,0,0,0,0,0,0,0,4995,3
9,1,0,0,1,0,0,0,0,0,4998
