class,0,1,2,3,4,5,6,7,8,9
0,4991,0,2,2,0,0,0,0,2,3
1,0,4994,0,0,0,0,0,1,1,4
2,2,0,4989,0,2,2,3,1,0,1
3,0,0,9,4960,6,22,0,3,0,0
4,1,0,0,1,4997,0,0,1,0,0
5,0,0,0,3,2,4993,0,2,0,0
6,0,1,8,3,4,0,4984,0,0,0
7,0,0,0,0,0,2,0,4998,0,0
8,0,0,0,0,0,0,0,0,4999,1
9,0,0,0,0,0,0,1,1,0,4998
