class,0,1,2,3,4,5,6,7,8,9
0,4698,11,165,6,8,74,1,2,14,21
1,27,4945,2,0,0,1,0,0,5,20
2,31,0,4562,166,98,94,39,9,0,1
3,0,0,49,4496,27,327,100,0,0,1
4,0,0,85,23,4802,2,66,22,0,0
5,3,0,59,267,6,4653,11,1,0,0
6,0,0,16,79,18,1,4886,0,0,0
7,11,0,130,2,71,8,5,4759,0,14
8,227,30,8,0,0,47,1,1,4681,5
9,56,103,11,0,0,0,0,8,0,4822
