class,0,1,2,3,4,5,6,7,8,9
0,4800,3,125,1,0,12,0,3,44,12
1,19,4934,1,0,0,0,0,0,7,39
2,37,0,4799,96,22,34,3,8,0,1
3,3,0,63,4708,13,200,12,0,1,0
4,0,0,135,34,4782,6,24,19,0,0
5,5,0,39,264,1,4688,0,1,2,0
6,0,0,25,175,38,2,4760,0,0,0
7,5,0,138,5,38,3,0,4803,0,8
8,53,9,0,0,0,2,0,0,4934,2
9,47,41,9,0,0,0,0,9,0,4894
