class,0,1,2,3,4,5,6,7,8,9
0,4416,58,316,50,16,6,11,26,87,14
1,49,4837,33,27,0,4,7,2,35,6
2,151,32,4250,252,54,100,79,49,31,2
3,110,26,243,3663,50,605,151,117,34,1
4,82,10,282,470,3572,171,143,227,43,0
5,46,8,173,510,52,3990,43,165,12,1
6,40,31,245,270,33,125,4230,14,10,2
7,41,22,138,112,67,99,6,4501,14,0
8,477,115,70,49,5,13,16,10,4242,3
9,151,1342,53,83,4,14,18,33,246,3056
