class,0,1,2,3,4,5,6,7,8,9
0,3995,19,394,46,106,12,27,45,308,48
1,35,4485,69,22,6,10,45,1,61,266
2,177,0,4305,88,148,141,94,27,13,7
3,75,2,297,3468,102,894,70,55,10,27
4,25,0,194,162,4326,167,41,66,10,9
5,17,2,145,365,98,4208,23,123,3,16
6,12,3,305,123,94,352,4069,25,5,12
7,13,6,118,137,283,160,7,4262,7,7
8,77,24,116,44,7,9,27,6,4609,81
9,78,68,42,25,5,7,16,25,96,4638
