class,0,1,2,3,4,5,6,7,8,9
0,3488,21,122,74,197,11,393,25,596,73
1,392,3135,4,21,21,5,608,5,470,339
2,566,4,1368,274,1113,57,1485,39,86,8
3,84,3,115,1644,621,182,2244,29,69,9
4,139,2,58,102,2847,8,1698,80,56,10
5,45,5,94,1536,784,1121,1286,102,19,8
6,30,3,41,59,112,2,4729,0,23,1
7,88,12,84,331,1616,123,617,2068,22,39
8,334,18,22,74,95,4,478,1,3938,36
9,261,154,9,146,83,11,972,19,293,3052
