class,0,1,2,3,4,5,6,7,8,9
0,1813,298,171,39,40,33,102,18,2148,338
1,77,3345,16,6,7,3,140,6,473,927
2,599,121,1700,268,512,185,927,48,547,93
3,232,179,602,1127,134,506,1453,36,465,266
4,318,117,967,171,1323,113,1529,170,171,121
5,201,211,644,1049,193,1187,909,64,316,226
6,57,83,364,179,269,30,3758,2,133,125
7,208,326,222,292,773,326,757,1508,137,451
8,276,238,79,17,5,7,60,2,4078,238
9,114,912,26,37,6,17,316,16,329,3227
