class,0,1,2,3,4,5,6,7,8,9
0,3844,18,194,51,142,0,29,7,661,54
1,30,4674,23,28,22,0,32,2,71,118
2,115,1,3970,133,453,4,177,14,132,1
3,63,3,243,3876,528,13,154,60,57,3
4,14,0,51,48,4750,0,78,26,31,2
5,23,3,328,2068,676,1373,197,257,75,0
6,15,2,124,134,167,0,4522,4,31,1
7,71,2,151,173,560,2,54,3953,27,7
8,44,23,16,40,41,0,20,2,4779,35
9,102,261,42,188,124,0,62,14,164,4043
