class,0,1,2,3,4,5,6,7,8,9
0,904,12,7,11,2,3,1,4,44,12
1,3,967,0,1,0,0,1,0,13,15
2,42,2,766,47,29,59,32,7,9,7
3,9,3,10,794,20,115,27,5,11,6
4,4,0,18,16,919,13,13,12,4,1
5,6,3,2,62,16,896,3,8,2,2
6,3,2,9,29,8,14,930,1,2,2
7,4,1,2,11,18,30,2,926,3,3
8,14,7,1,2,1,1,5,0,963,6
9,3,60,1,1,0,4,3,0,17,911
