class,0,1,2,3,4,5,6,7,8,9
0,984,1,6,0,0,0,0,0,8,1
1,44,940,0,1,0,0,4,0,0,11
2,211,2,683,56,8,0,32,0,5,3
3,234,8,34,689,5,0,21,0,6,3
4,293,2,73,75,507,2,32,9,5,2
5,220,11,128,372,9,205,47,2,2,4
6,123,4,18,71,9,0,767,0,7,1
7,349,8,50,42,15,2,11,502,1,20
8,337,33,4,6,0,0,1,0,601,18
9,154,120,1,3,0,0,2,0,8,712
