class,0,1,2,3,4,5,6,7,8,9
0,3809,60,236,33,362,10,14,117,218,141
1,16,4434,4,5,72,6,16,35,85,327
2,55,1,3540,53,967,88,92,163,32,9
3,15,4,130,3050,1062,320,114,228,47,30
4,6,0,24,8,4849,17,7,69,17,3
5,4,0,74,308,765,3452,25,350,11,11
6,2,1,42,62,997,38,3791,30,33,4
7,1,1,8,23,311,27,5,4613,5,6
8,189,25,27,6,53,6,15,44,4547,88
9,19,60,5,4,109,2,7,61,66,4667
